EXPOCODE 316N200310 (316N173_2)  WHP-ID A22      CRUISE DATES 102303 TO 111503    20050523SIOWHPOSA                                                                                                            
  STNNBR  CASTNO  SAMPNO  BTLNBR  CTDRAW  CTDPRS  CTDTMP  CTDSAL  CTDOXY   THETA  SALNTY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSPHT  CFC-11  CFC-12  CFC113    TCO2  ALKALI    CCL4          QUALT1
                                            DBAR  ITS-90  PSS-78 UMOL/KG   DEG C  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG PMOL/KG PMOL/KG PMOL/KG UMOL/KG UMOL/KG PMOL/KG                               
                         *******                         ******* *******         ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* *******                               
      50       1       6       6  3801.3  3801.3  2.3279 34.9027   266.9  2.0068 34.9054   268.1   27.19   18.68    0.00    1.24   0.447   0.212   0.015  2168.6  2329.3   0.897 222422222222222
      50       1       5       5  4000.6  4000.6  2.3049 34.8995   266.3  1.9620 34.9030   267.8   28.58   18.82    0.00    1.25   0.399   0.209   0.019  2170.2  2329.3   0.851 222422222222222
      50       1       4       4  4250.9  4250.9  2.2728 34.8942   264.7  1.9020 34.8969   265.2   31.28   19.17    0.00    1.27   0.376   0.198   0.020  2173.6  2330.6   0.778 222422222222222
      50       1       3       3  4501.7  4501.7  2.2485 34.8882   262.2  1.8488 34.8908   262.9   34.48   19.66    0.00    1.31   0.337   0.181   0.023  2177.2  2334.1   0.689 222422222222222
      50       1       2       2  4751.8  4751.8  2.2211 34.8814   259.5  1.7920 34.8851   260.0   38.49   20.19    0.00    1.38   0.257   0.129   0.019  2182.5  2338.8   0.547 222422222222222
      50       1       1       1  5121.2  5121.2  2.1984 34.8726   255.5  1.7240 34.8753   256.6   43.32   20.97    0.00    1.42   0.160   0.099   0.013  2188.4  2340.3   0.401 222422222222262
      51       1      34      34     3.1     3.1 25.8663 36.6156   204.5 25.8656      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      33      33    25.9    25.9 25.8800 36.6153   205.2 25.8742      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      32      32    50.4    50.4 25.8857 36.6164   204.9 25.8745      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      31      31    75.3    75.3 25.8862 36.6149   204.5 25.8694      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      30      30    99.9    99.9 22.5268 36.6996   220.2 22.5066      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      29      29   125.8   125.8 21.0100 36.7279   207.1 20.9858      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      28      28   150.6   150.6 20.0863 36.6885   204.0 20.0582      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      27      27   200.7   200.7 19.1034 36.6126   193.8 19.0671      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      26      26   250.3   250.3 18.7587 36.6019   194.6 18.7139      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      25      25   299.9   299.9 18.4402 36.5700   195.8 18.3871      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      24      24   349.8   349.8 18.1254 36.5329   193.5 18.0642      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      23      23   400.5   400.5 17.8165 36.4894   192.3 17.7472      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      22      22   501.2   501.2 16.9656 36.3581   191.9 16.8816      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      21      21   625.9   625.9 15.1371 36.0360   174.2 15.0397      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      20      20   750.1   750.1 12.3309 35.5982   154.2 12.2285      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      19      19   851.4   851.4  9.5368 35.2663   153.1  9.4372      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      18      18  1001.3  1001.3  6.7531 35.1017   184.6  6.6556      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      17      17  1149.6  1149.6  5.6529 35.0879   215.4  5.5492      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      16      16  1276.6  1276.6  5.1019 35.0706   232.9  4.9909      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      15      15  1401.0  1401.0  4.7425 35.0481   243.4  4.6233      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      14      14  1525.4  1525.4  4.4231 35.0308   250.0  4.2956      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      13      13  1650.5  1650.5  4.1949 35.0147   255.8  4.0583      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      12      12  1775.0  1775.0  4.0203 35.0079   255.7  3.8741      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      11      11  1900.6  1900.6  3.8597 35.0022   255.5  3.7038      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      10      10  2000.4  2000.4  3.7219 34.9920   258.0  3.5584      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1       9       9  2099.8  2099.8  3.5971 34.9870   258.3  3.4259      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1       8       8  2250.4  2250.4  3.4554 34.9799   258.0  3.2718      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1       7       7  2500.0  2500.0  3.1928 34.9625   259.3  2.9893      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1       6       6  2751.0  2751.0  2.9365 34.9438   263.3  2.7127      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1       5       5  3000.0  3000.0  2.7232 34.9302   266.1  2.4784      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1       4       4  3249.2  3249.2  2.5626 34.9199   267.6  2.2955      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1       3       3  3499.8  3499.8  2.4210 34.9105   268.3  2.1306      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1       2       2  3748.8  3748.8  2.3402 34.9036   267.6  2.0246      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      55      55  4000.4  4000.4  2.2903 34.8982   266.9  1.9479      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1       1       1  4018.3  4018.3  2.2976 34.8984   266.8  1.9529      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      54      54  4250.9  4250.9  2.2591 34.8926   265.1  1.8887      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      53      53  4500.5  4500.5  2.2376 34.8866   263.1  1.8384      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      52      52  4750.6  4750.6  2.2346 34.8826   261.0  1.8052      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       1      51      51  5051.9  5051.9  2.2214 34.8764   258.1  1.7549      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       2      34      34     3.1     3.1 25.8663 36.6156   202.2 25.8656 36.6126   203.7    0.69    0.02    0.00    0.01   1.771   1.096   0.155  2031.4  2394.6  -9.000 222222222222269
      51       2      33      33    25.9    25.9 25.8800 36.6153   204.5 25.8742 36.6124   204.3    0.64    0.02    0.00    0.00   1.793   1.104   0.157  2033.3  2394.1  -9.000 222222222222229
      51       2      32      32    50.4    50.4 25.8857 36.6164   204.3 25.8745 36.6148   203.8    0.68    0.02    0.00    0.00   1.779   1.106   0.159  2032.9  2393.8  -9.000 222222222222229
      51       2      31      31    75.3    75.3 25.8862 36.6149   204.1 25.8694 36.6124   203.5    0.83    0.03    0.00    0.01   1.777   1.103   0.166    -9.0    -9.0  -9.000 222222222222999
      51       2      30      30    99.9    99.9 22.5268 36.6996   229.0 22.5066 36.7020   227.6    0.59    0.00    0.00    0.01   2.173   1.312   0.189  2055.6  2398.9  -9.000 222222222222229
      51       2      29      29   125.8   125.8 21.0100 36.7279   208.6 20.9858 36.7169   211.4    0.62    0.02    0.07    0.01   2.243   1.344   0.149    -9.0    -9.0  -9.000 222222222222999
      51       2      28      28   150.6   150.6 20.0863 36.6885   202.6 20.0582 36.6856   201.4    0.77    0.46    0.04    0.01   2.287   1.350   0.134    -9.0    -9.0  -9.000 222222222222999
      51       2      27      27   200.7   200.7 19.1034 36.6126   201.9 19.0671 36.6118   204.6    0.91    1.72    0.01    0.05   2.354   1.397   0.100  2090.2  2387.6  -9.000 222222222222229
      51       2      26      26   250.3   250.3 18.7587 36.6019   195.1 18.7139 36.5993   195.0    1.15    3.25    0.01    0.13   2.394   1.403   0.036    -9.0    -9.0  -9.000 222222222222999
      51       2      25      25   299.9   299.9 18.4402 36.5700   195.3 18.3871 36.5672   194.8    1.29    3.97    0.01    0.18   2.405   1.413   0.029  2102.5  2384.5  -9.000 222222222222229
      51       2      24      24   349.8   349.8 18.1254 36.5329   193.2 18.0642 36.5305   193.0    1.53    4.58    0.01    0.21   2.427   1.387   0.035    -9.0    -9.0  -9.000 222222222222999
      51       2      23      23   400.5   400.5 17.8165 36.4894   192.1 17.7472 36.4865   191.8    1.77    5.32    0.01    0.25   2.429   1.397   0.036    -9.0    -9.0  -9.000 222222222222999
      51       2      22      22   501.2   501.2 16.9656 36.3581   191.8 16.8816 36.3554   191.0    2.39    6.91    0.01    0.36   2.400   1.344   0.054    -9.0    -9.0  -9.000 222222222222999
      51       2      21      21   625.9   625.9 15.1371 36.0360   175.4 15.0397 36.0353   175.4    4.19   11.24    0.01    0.63   2.205   1.209   0.042    -9.0    -9.0  -9.000 222222222222999
      51       2      20      20   750.1   750.1 12.3309 35.5982   154.7 12.2285 35.5971   152.5    8.52   18.06    0.01    1.09   1.598   0.858   0.052  2165.5  2335.2  -9.000 222222222222229
      51       2      19      19   851.4   851.4  9.5368 35.2663   152.8  9.4372 35.2658   152.8   12.68   22.16    0.01    1.39   1.180   0.617   0.032  2183.1  2320.8  -9.000 222222222666229
      51       2      18      18  1001.3  1001.3  6.7531 35.1017   186.0  6.6556 35.1039   191.4   13.81   21.32    0.01    1.38   1.263   0.656   0.054  2182.0  2316.2  -9.000 222222222222269
      51       2      17      17  1149.6  1149.6  5.6529 35.0879   216.6  5.5492 35.0886   218.7   13.37   19.87    0.01    1.28   1.101   0.566   0.048    -9.0    -9.0   1.097 222222222662992
      51       2      16      16  1276.6  1276.6  5.1019 35.0706   233.8  4.9909 35.0722   234.1   13.12   19.03    0.01    1.23   1.136   0.572   0.057    -9.0    -9.0  -9.000 222222222222999
      51       2      15      15  1401.0  1401.0  4.7425 35.0481   243.5  4.6233 35.0494   243.5   12.97   18.56    0.01    1.20   1.225   0.622   0.051    -9.0    -9.0  -9.000 222222222222999
      51       2      14      14  1525.4  1525.4  4.4231 35.0308   250.0  4.2956 35.0325   250.6   13.21   18.26    0.01    1.19   1.065   0.526   0.044    -9.0    -9.0  -9.000 222222222222999
      51       2      13      13  1650.5  1650.5  4.1949 35.0147   255.4  4.0583 35.0154   254.5   13.55   18.10    0.01    1.18   1.024   0.513   0.044    -9.0    -9.0  -9.000 222222222222999
      51       2      12      12  1775.0  1775.0  4.0203 35.0079   254.4  3.8741 35.0112   256.4   14.49   18.16    0.01    1.18   0.851   0.417   0.046    -9.0    -9.0  -9.000 222222222222999
      51       2      11      11  1900.6  1900.6  3.8597 35.0022   255.8  3.7038 35.0043   257.1   15.52   18.17    0.00    1.19   0.665   0.337   0.038    -9.0    -9.0  -9.000 222222222222999
      51       2      10      10  2000.4  2000.4  3.7219 34.9920   257.4  3.5584 34.9929   259.0   16.16   18.17    0.00    1.19   0.631   0.328   0.041    -9.0    -9.0  -9.000 222222222222999
      51       2       9       9  2099.8  2099.8  3.5971 34.9870   257.6  3.4259 34.9882   258.5   17.39   18.28    0.01    1.20   0.474   0.232   0.028    -9.0    -9.0  -9.000 222222222222999
      51       2       8       8  2250.4  2250.4  3.4554 34.9799   257.8  3.2718 34.9809   259.1   18.83   18.45    0.00    1.21   0.338   0.174   0.024    -9.0    -9.0  -9.000 222222222222999
      51       2       7       7  2500.0  2500.0  3.1928 34.9625   259.1  2.9892 34.9636   260.5   20.75   18.50    0.00    1.22   0.274   0.133   0.014    -9.0    -9.0  -9.000 222222222222999
      51       2       6       6  2751.0  2751.0  2.9365 34.9438   262.6  2.7127 34.9451   264.1   21.30   18.14    0.00    1.20   0.338   0.164   0.013    -9.0    -9.0  -9.000 222222222222999
      51       2       5       5  3000.0  3000.0  2.7232 34.9302   265.4  2.4784 34.9319   267.4   22.04   17.88    0.00    1.19   0.392   0.196   0.015    -9.0    -9.0  -9.000 222222222222999
      51       2       4       4  3249.2  3249.2  2.5626 34.9199   266.9  2.2955 34.9209   268.4   23.28   17.89    0.00    1.19   0.447   0.229   0.028    -9.0    -9.0  -9.000 222222222222999
      51       2       3       3  3499.8  3499.8  2.4210 34.9105   267.4  2.1306 34.9109   268.4   25.12   17.95    0.00    1.20   0.459   0.231   0.028    -9.0    -9.0  -9.000 222222222222999
      51       2       2       2  3748.8  3748.8  2.3402 34.9036   267.2  2.0246 34.9040   268.1   26.95   18.10    0.00    1.21   0.490   0.248   0.034    -9.0    -9.0  -9.000 222222222222999
      51       2       1       1  4018.3  4018.3  2.2976 34.8984   266.5  1.9529 34.8987   266.1   29.20   18.43    0.00    1.24   0.467   0.234   0.027    -9.0    -9.0  -9.000 222222222222999
      51       3      36      36     3.5     3.5 25.9193 36.5971   202.6 25.9185      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      35      35    25.0    25.0 25.9204 36.5936   205.1 25.9148      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      34      34    49.4    49.4 25.9292 36.5935   204.6 25.9181      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      33      33    75.8    75.8 25.9253 36.5937   204.7 25.9083      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      32      32   100.2   100.2 22.1630 36.7083   227.0 22.1429      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      31      31   125.2   125.2 20.9201 36.7329   208.8 20.8960      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      30      30   150.6   150.6 20.0333 36.6725   204.0 20.0052      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      29      29   200.6   200.6 19.1699 36.6194   196.5 19.1335      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      28      28   250.4   250.4 18.7946 36.6070   194.6 18.7498      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      27      27   300.1   300.1 18.4806 36.5755   195.8 18.4275      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      26      26   351.5   351.5 18.1109 36.5310   193.3 18.0495      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      25      25   400.8   400.8 17.7326 36.4783   192.0 17.6635      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      24      24   500.6   500.6 16.9091 36.3480   191.9 16.8254      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      23      23   625.9   625.9 14.9993 36.0136   174.2 14.9025      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      22      22   749.6   749.6 12.3904 35.6055   154.0 12.2878      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      21      21   849.8   849.8  9.8377 35.2925   152.8  9.7365      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      20      20  1000.7  1000.7  7.0134 35.1107   182.4  6.9141      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      19      19  1200.5  1200.5  5.4180 35.0797   222.2  5.3113      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      18      18  1350.8  1350.8  4.8280 35.0540   240.0  4.7126      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      17      17  1500.5  1500.5  4.4250 35.0294   248.7  4.2998      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      16      16  1650.2  1650.2  4.1379 35.0123   255.9  4.0021      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      15      15  1800.6  1800.6  4.0209 35.0163   255.4  3.8722      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      14      14  2000.3  2000.3  3.7144 34.9921   258.0  3.5510      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      13      13  2249.9  2249.9  3.4406 34.9780   258.0  3.2573      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      12      12  2500.3  2500.3  3.1757 34.9609   259.3  2.9724      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      11      11  2749.5  2749.5  2.9306 34.9438   263.2  2.7071      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3      10      10  2997.7  2997.7  2.7052 34.9294   266.0  2.4611      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3       9       9  2999.8  2999.8  2.7049 34.9294   266.1  2.4606      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3       8       8  3248.8  3248.8  2.5282 34.9181   267.7  2.2620      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3       7       7  3543.6  3543.6  2.3908 34.9085   268.4  2.0964      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3       6       6  3749.7  3749.7  2.3315 34.9033   267.7  2.0161      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3       5       5  4000.4  4000.4  2.2903 34.8982   266.9  1.9479      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3       4       4  4250.9  4250.9  2.2591 34.8926   265.1  1.8887      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3       3       3  4500.5  4500.5  2.2376 34.8866   263.1  1.8384      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3       2       2  4750.6  4750.6  2.2346 34.8826   261.0  1.8052      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      51       3       1       1  5051.9  5051.9  2.2214 34.8764   258.1  1.7549      -9      -9      -9      -9      -9      -9      -9      -9      -9    -9.0    -9.0  -9.000 922999999999999
      52       1      35      35     2.7     2.7 25.8746 36.6060   198.2 25.8740 36.6027   203.6    0.77    0.02    0.00    0.01   1.707   1.041   0.099  2031.1  2390.1   1.790 222222222222262
      52       1      34      34    24.8    24.8 25.8363 36.6037   201.1 25.8307 36.6001   203.6    0.73    0.02    0.00    0.00   1.755   1.066   0.093  2029.8  2395.9   1.782 222222222222222
      52       1      33      33    50.8    50.8 25.8053 36.6007   200.9 25.7940 36.5967   204.4    0.70    0.07    0.00    0.00   1.766   1.057   0.101  2030.2  2395.5   1.780 222222222222222
      52       1      32      32    74.2    74.2 22.9469 36.7076   227.5 22.9317 36.7050   229.2    0.57    0.02    0.00    0.00   2.087   1.271   0.088  2050.1  2402.5   1.154 222222222222222
      52       1      31      31   100.3   100.3 21.0862 36.6918   216.8 21.0668 36.6840   209.6    0.62    0.20    0.08    0.01   2.146   1.296   0.099  2074.2  2401.7   0.919 222222222222222
      52       1      30      30   123.6   123.6 19.9421 36.6163   202.9 19.9191 36.6140   211.2    0.69    0.57    0.07    0.02   2.266   0.371   0.115  2079.9  2397.7   1.013 222222222242222
      52       1      29      29   174.6   174.6 19.3094 36.6326   201.3 19.2776 36.6292   203.8    0.95    1.59    0.01    0.05      -9      -9      -9  2086.9  2389.8  -9.000 222222222111229
      52       1      28      28   225.4   225.4 18.8905 36.6091   204.6 18.8501 36.6051   203.3    1.10    2.61    0.00    0.10      -9      -9      -9  2091.0  2391.1  -9.000 222222222111229
      52       1      27      27   275.5   275.5 18.6744 36.5963   205.9 18.6253 36.5930   197.2    1.26    3.38    0.01    0.14   2.271   1.347   0.025  2092.7  2388.1   0.468 222222222222222
      52       1      26      26   350.9   350.9 18.1467 36.5353   194.9 18.0853 36.5317   192.9    1.52    4.69    0.01    0.21   2.318   1.338   0.017  2105.7  2383.2   0.368 222222222222222
      52       1      25      25   450.0   450.0 17.3799 36.4252   192.1 17.3033 36.4218   192.5    2.07    6.12    0.01    0.30   2.337   1.320   0.027  2112.7  2377.8   0.451 222222222222222
      52       1      24      24   550.3   550.3 16.1846 36.2178   183.9 16.0952 36.2155   184.7    3.10    8.77    0.01    0.48   2.258   1.282   0.031  2125.4  2366.5   0.479 222222222222222
      52       1      23      23   675.8   675.8 13.7219 35.8042   167.3 13.6232 35.8021   167.3    5.99   14.36    0.01    0.84   2.017   1.268   0.056  2150.0  2346.3   0.463 222222222222222
      52       1      22      22   825.2   825.2 10.2573 35.3383   149.1 10.1566 35.3372   151.4   11.46   21.40    0.02    1.32   1.255   0.646   0.037  2181.1  2326.0   0.413 222222222222262
      52       1      21      21   974.9   974.9  7.2581 35.1263   176.8  7.1597 35.1282   177.0   14.48   22.65    0.01    1.45   0.807   0.419   0.019  2184.8  2325.4   0.563 222222222222222
      52       1      20      20  1124.9  1124.9  6.0843 35.1181   205.8  5.9793 35.1175   206.6   13.95   20.73    0.01    1.33   0.818   0.414   0.025  2177.4  2325.2   0.810 222222222222222
      52       1      19      19  1275.0  1275.0  5.2676 35.0790   226.9  5.1551 35.0791   229.4   13.22   19.44    0.01    1.25   1.039   0.516   0.039  2170.7  2321.7   1.210 222222222222222
      52       1      18      18  1401.8  1401.8  4.9266 35.0780   238.5  4.8053 35.0776   238.8   13.28   18.86    0.01    1.21   0.903   0.452   0.032  2168.0  2321.7   1.221 222222222222222
      52       1      17      17  1499.7  1499.7  4.6705 35.0563   243.6  4.5426 35.0563   244.9   13.34   18.61    0.01    1.20   0.921   0.463   0.036  2165.0  2319.7   1.308 222222222222222
      52       1      16      16  1625.3  1625.3  4.3346 35.0303   250.2  4.1987 35.0307   251.7   13.70   18.35    0.01    1.18   0.914   0.452   0.035  2162.7  2318.8   1.401 222222222222222
      52       1      15      15  1774.4  1774.4  4.0869 35.0159   253.2  3.9398 35.0177   255.1   14.55   18.25    0.01    1.18   0.780   0.392   0.029  2162.8  2315.2   1.276 222222222222222
      52       1      14      14  1901.2  1901.2  3.7958 34.9852   257.8  3.6407 34.9852   261.5   14.71   18.04    0.01    1.17   0.972   0.477   0.045  2160.5  2311.1   1.492 222222222666226
      52       1      13      13  2001.7  2001.7  3.7277 34.9905   259.7  3.5640 34.9919   259.1   16.06   18.26    0.01    1.18   0.709   0.362   0.029  2161.8  2312.9   1.227 222222222222222
      52       1      12      12  2127.0  2127.0  3.5918 34.9812   258.4  3.4181 34.9805   260.5   16.81   18.26    0.01    1.18   0.671   0.336   0.026  2161.6  2313.5   1.114 222222222662222
      52       1      11      11  2376.7  2376.7  3.3620 34.9750   257.5  3.1676 34.9762   259.0   19.85   18.57    0.01    1.21   0.284   0.145   0.012  2167.5  2317.9   0.661 222222222222222
      52       1      10      10  2626.8  2626.8  3.1051 34.9564   259.6  2.8905 34.9561   261.6   21.20   18.51    0.01    1.21   0.242   0.128   0.054  2166.4  2314.0   0.594 222222222222222
      52       1       9       9  2875.8  2875.8  2.8752 34.9404   262.2  2.6399 34.9406   264.2   22.06   18.31    0.00    1.20   0.274   0.136   0.010  2166.1  2317.0   0.623 222222222222222
      52       1       8       8  3301.2  3301.2  2.5516 34.9193   266.4  2.2792 34.9189   268.2   23.71   18.05    0.00    1.19   0.381   0.194   0.010  2165.8  2316.5   0.814 222222222222222
      52       1       7       7  3499.6  3499.6  2.4315 34.9111   267.1  2.1408 34.9117   268.6   25.26   18.11    0.00    1.20   0.434   0.210   0.016  2167.0  2317.4   0.899 222222222222222
      52       1       6       6  3701.1  3701.1  2.3561 34.9048   266.9  2.0454 34.9085   268.4   27.02   18.26    0.00    1.21   0.456   0.221   0.019  2169.8  2326.3   0.913 222222222222222
      52       1       5       5  3899.8  3899.8  2.3015 34.8990   266.0  1.9701 34.8993   268.0   28.97   18.52    0.00    1.23   0.476   0.252   0.025  2173.3  2328.0   0.946 222222222222222
      52       1       4       4  4124.3  4124.3  2.2653 34.8938   264.8  1.9094 34.8934   266.1   31.33   18.83    0.00    1.25   0.459   0.228   0.018  2176.7  2330.4   0.881 222222222222222
      52       1       3       3  4375.8  4375.8  2.2357 34.8875   262.8  1.8514 34.8865   263.4   34.59   19.35    0.00    1.30   0.452   0.230   0.021  2180.7  2332.5   0.806 222222222222222
      52       1       2       2  4649.3  4649.3  2.2358 34.8840   261.2  1.8187 34.8837   261.7   36.96   19.66    0.00    1.32   0.377   0.204   0.020  2182.8  2334.4   0.707 222222222222222
      52       1       1       1  4932.4  4932.4  2.2140 34.8772   258.0  1.7628 34.8764   258.5   41.14   20.39    0.00    1.38   0.222   0.126   0.017  2185.7  2336.4   0.517 222222222222262
      53       1      36      36     3.5     3.5 25.4081 36.4829   204.7 25.4073 36.4869   205.2    0.62    0.00    0.00    0.01   1.800   1.129   0.169  2029.6  2383.0  -9.000 222222222222269
