EXPOCODE 316N200310 (316N173_2)  WHP-ID A22      CRUISE DATES 102303 TO 111503    20050523SIOWHPOSA                                                                                                            
  STNNBR  CASTNO  SAMPNO  BTLNBR  CTDRAW  CTDPRS  CTDTMP  CTDSAL  CTDOXY   THETA  SALNTY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSPHT  CFC-11  CFC-12  CFC113    TCO2  ALKALI    CCL4          QUALT1
                                            DBAR  ITS-90  PSS-78 UMOL/KG   DEG C  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG PMOL/KG PMOL/KG PMOL/KG UMOL/KG UMOL/KG PMOL/KG                               
                         *******                         ******* *******         ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* *******                               
      26       1      15      15     2.6     2.6 29.2036 34.8060   171.2 29.2030 34.8505   194.4    1.47    0.12    0.00    0.01   1.535   0.951   0.098  1945.1  2292.3   1.638 222222222222262
      26       1      14      14    25.0    25.0 29.3437 35.7659   195.3 29.3376 35.7572   193.6    0.98    0.07    0.00    0.01   1.548   0.935   0.094  1988.2  2341.8   1.574 222222222222222
      26       1      13      13    44.4    44.4 29.2687 36.1220   196.6 29.2579 36.0829   196.6    0.78    0.13    0.00    0.01   1.574   0.954   0.081  2001.2  2361.6   1.449 222222222222222
      26       1      12      12    74.9    74.9 27.4927 36.7371   212.9 27.4752 36.7290   212.8    0.77    0.12    0.00    0.01   1.734   1.072   0.069  2027.5  2402.1   1.061 222222222222222
      26       1      11      11    98.9    98.9 26.1469 36.9356   202.8 26.1246 36.9276   201.2    0.58    0.13    0.05    0.01   1.790   1.098   0.072  2052.8  2413.5   0.870 222222222666226
      26       1      10      10   124.5   124.5 25.2675 37.0909   196.9 25.2400 37.0853   195.9    0.48    0.25    0.17    0.02   1.850   1.149   0.095  2076.7  2422.2   0.746 222222222222222
      26       1       9       9   150.1   150.1 24.1233 37.2049   187.9 24.0913 37.1986   187.5    0.37    0.73    0.04    0.03   1.924   1.181   0.110  2096.1  2427.8   0.558 222222222222222
      26       1       8       8   198.6   198.6 21.6105 37.0562   174.8 21.5713 37.0543   175.8    0.37    1.77    0.02    0.07   2.077   1.275   0.043  2122.0  2417.4   0.215 222222222222222
      26       1       7       7   250.5   250.5 19.2300 36.7099   176.5 19.1845 36.7084   177.2    0.76    4.08    0.01    0.18   2.242   1.325   0.014  2121.9  2403.6   0.268 222222222222222
      26       1       6       6   300.1   300.1 18.0467 36.5261   181.6 17.9944 36.5242   183.0    1.26    5.70    0.01    0.28   2.310   1.338   0.016  2118.8  2390.9   0.313 222222222222222
      26       1       5       5   400.3   400.3 15.7403 36.1406   164.0 15.6768 36.1434   164.5    3.34   11.30    0.01    0.64   2.146   1.202   0.012  2142.9  2369.3   0.326 222222222222222
      26       1       4       4   501.0   501.0 13.1861 35.7238   147.7 13.1153 35.7221   148.5    6.41   17.21    0.01    1.02   1.707   0.903   0.012  2165.1  2347.3   0.291 222222222222222
      26       1       3       3   649.7   649.7  9.4521 35.1848   132.1  9.3774 35.1855   133.3   13.90   25.73    0.01    1.61   0.669   0.366   0.004  2192.9  2324.8   0.198 222222222222222
      26       1       2       2   750.6   750.6  7.9123 35.0423   138.7  7.8341 35.0421   139.9   17.30   27.33    0.01    1.76   0.403   0.227   0.012  2200.8  2321.5   0.180 222222222222222
      26       1       1       1   890.8   890.8  6.3067 35.0123   176.3  6.2236 35.0144   176.7   17.39   24.78    0.01    1.62   0.449   0.247   0.009  2192.3  2320.4   0.459 222222222222222
      27       1      20      20     3.1     3.1 29.2834 35.3704   195.3 29.2826 35.3689   193.6    0.85    0.06    0.00    0.01   1.596   0.990   0.132  1971.6  2323.3  -9.000 222222222222229
      27       1      19      19    25.4    25.4 29.3196 35.6271   195.2 29.3134 35.5723   193.8    0.85    0.00    0.00    0.01   1.602   1.003   0.127    -9.0    -9.0  -9.000 222222222666999
      27       1      18      18    50.4    50.4 29.1421 36.2562   200.1 29.1299 36.2269   198.3    0.86    0.00    0.00    0.02   1.654   1.028   0.135    -9.0    -9.0  -9.000 222222222222999
      27       1      17      17    73.6    73.6 27.8367 36.6952   208.2 27.8193 36.6871   207.6    0.86    0.00    0.00    0.01   1.775   1.089   0.146    -9.0    -9.0   1.084 222222222222992
      27       1      16      16   100.2   100.2 26.4489 36.8634   202.5 26.4261 36.8578   203.7    0.76    0.00    0.00    0.01   1.853   1.130   0.145    -9.0    -9.0  -9.000 222222222222999
      27       1      15      15   125.4   125.4 25.4879 37.0351   203.9 25.4601 37.0281   204.2    0.57    0.04    0.06    0.02   1.912   1.168   0.147    -9.0    -9.0  -9.000 222222222222999
      27       1      14      14   150.6   150.6 24.4652 37.1944   194.9 24.4328 37.1849   194.0    0.37    0.13    0.13    0.02   1.980   1.190   0.148    -9.0    -9.0  -9.000 222222222222999
      27       1      13      13   201.1   201.1 21.2733 37.0171   173.0 21.2340 37.0152   173.0    0.57    2.24    0.01    0.10   2.200   1.305   0.042    -9.0    -9.0  -9.000 222222222222999
      27       1      12      12   249.9   249.9 19.0299 36.6843   172.2 18.9848 36.6802   174.5    1.06    4.75    0.01    0.22   2.352   1.371   0.030    -9.0    -9.0  -9.000 222222222222999
      27       1      11      11   301.1   301.1 18.0324 36.5277   186.1 17.9799 36.5248   186.8    1.27    5.24    0.01    0.26      -9      -9      -9    -9.0    -9.0  -9.000 222222222111999
      27       1      10      10   401.2   401.2 16.0734 36.1977   167.9 16.0088 36.1791   166.7    3.05   10.65    0.01    0.60   2.269   1.235   0.025    -9.0    -9.0  -9.000 222222222222999
      27       1       9       9   500.7   500.7 13.6874 35.8121   152.4 13.6149 35.8117   151.9    5.63   15.85    0.01    0.93   1.912   1.009   0.021    -9.0    -9.0  -9.000 222222222222999
      27       1       8       8   626.2   626.2 10.5778 35.3446   135.4 10.5006 35.3445   136.3   11.32   23.25    0.01    1.44   0.988   0.514   0.004    -9.0    -9.0  -9.000 222222222222999
      27       1       7       7   750.9   750.9  8.4318 35.0952   135.8  8.3507 35.0917   136.4   16.42   26.93    0.01    1.72   0.445   0.225   0.011    -9.0    -9.0  -9.000 222222222222999
      27       1       6       6   899.8   899.8  6.7772 35.0021   156.0  6.6902 35.0006   158.8   18.52   26.58    0.00    1.73   0.313   0.169   0.010    -9.0    -9.0  -9.000 222222222222999
      27       1       5       5  1050.3  1050.3  5.9288 35.0351   193.8  5.8327 35.0348   194.4   16.21   22.96    0.00    1.49   0.582   0.296   0.014    -9.0    -9.0  -9.000 222222222222999
      27       1       4       4  1198.7  1198.7  5.1574 35.0346   223.6  5.0534 35.0354   223.9   14.32   20.42    0.00    1.34   0.893   0.454   0.030    -9.0    -9.0  -9.000 222222222222999
      27       1       3       3  1325.7  1325.7  4.5985 35.0171   241.4  4.4878 35.0179   242.3   13.32   19.00    0.00    1.25   1.091   0.549   0.053    -9.0    -9.0  -9.000 222222222222999
      27       1       2       2  1437.2  1437.2  4.2712 35.0023   251.2  4.1537 35.0028   252.7   12.82   18.35    0.00    1.20   1.202   0.599   0.043    -9.0    -9.0  -9.000 222222222222999
      27       1       1       1  1499.6  1499.6  4.1725 34.9956   254.9  4.0503 34.9955   255.1   12.92   18.19    0.00    1.20   1.207   0.591   0.056    -9.0    -9.0  -9.000 222222222222999
      28       1      24      24     2.7     2.7 29.3433 35.3966   163.0 29.3426 35.3957   193.3    0.70    0.06    0.00    0.01   1.529   0.935   0.099  1973.9  2329.8   1.583 222222222222222
      28       1      23      23    24.7    24.7 29.2909 35.4389   195.8 29.2849 35.4409   193.4    0.80    0.06    0.00    0.01   1.541   0.934   0.099    -9.0    -9.0   1.621 222222222222992
      28       1      22      22    50.4    50.4 29.0099 36.2194   199.1 28.9977 36.1559   197.6    0.79    0.05    0.00    0.01   1.595   0.969   0.077    -9.0    -9.0   1.342 222222222222992
      28       1      21      21    75.9    75.9 27.0080 36.8368   203.1 26.9905 36.8312   202.2    0.69    0.00    0.00    0.01   1.723   1.054   0.069    -9.0    -9.0   1.001 222222222222992
      28       1      20      20    96.1    96.1 26.2751 36.9679   196.6 26.2534 36.9632   196.5    0.59    0.00    0.00    0.01   1.760   1.086   0.086    -9.0    -9.0   0.877 222222222222992
      28       1      19      19   118.1   118.1 25.5587 37.0959   195.7 25.5324 37.0887   199.4    0.49    0.10    0.04    0.02   1.826   1.142   0.078    -9.0    -9.0   0.809 222222222222992
      28       1      18      18   150.9   150.9 24.2014 37.2455   187.8 24.1691 37.2413   187.2    0.39    0.78    0.04    0.05   1.905   1.157   0.110    -9.0    -9.0   0.579 222222222222992
      28       1      17      17   175.8   175.8 22.5180 37.1603   183.2 22.4823 37.1572   183.0    0.29    0.98    0.02    0.05   2.034   1.225   0.083    -9.0    -9.0   0.362 222222222222992
      28       1      16      16   226.3   226.3 20.0092 36.8305   174.1 19.9668 36.8329   176.3    0.59    3.05    0.01    0.13   2.198   1.311   0.020    -9.0    -9.0   0.259 222222222222992
      28       1      15      15   276.3   276.3 18.3779 36.5821   178.5 18.3292 36.5779   183.1    1.07    5.02    0.01    0.24   2.302   1.346   0.012    -9.0    -9.0   0.310 222222222222992
      28       1      14      14   351.0   351.0 16.6130 36.2940   179.6 16.5552 36.2923   173.9    2.35    8.88    0.01    0.50   2.250   1.266   0.017    -9.0    -9.0   0.351 222222222222992
      28       1      13      13   450.8   450.8 14.2503 35.8897   152.6 14.1834 35.8876   149.1    5.11   15.29    0.01    0.89   1.947   1.037   0.015    -9.0    -9.0   0.297 222222222662992
      28       1      12      12   550.1   550.1 11.9212 35.5151   140.5 11.8483 35.5109   139.7    8.58   20.46    0.01    1.24   1.391   0.714   0.012    -9.0    -9.0   0.273 222222222222992
      28       1      11      11   676.6   676.6  9.3313 35.1905   134.4  9.2540 35.1898   135.3   13.94   25.53    0.01    1.60   0.625   0.333   0.006    -9.0    -9.0   0.201 222222222222992
      28       1      10      10   826.7   826.7  7.4800 35.0159   141.5  7.3961 35.0152   143.9   18.14   27.70    0.01    1.79   0.298   0.172   0.004    -9.0    -9.0   0.179 222222222222992
      28       1       9       9   975.5   975.5  6.2572 35.0095   173.1  6.1660 35.0092   176.9   17.63   24.88    0.10    1.61   0.406   0.216   0.006    -9.0    -9.0   0.417 222222222666996
      28       1       8       8  1125.8  1125.8  5.4167 35.0378   212.7  5.3174 35.0388   213.9   14.94   21.30    0.00    1.39   0.715   0.369   0.019    -9.0    -9.0   0.909 222222222222992
      28       1       7       7  1275.6  1275.6  4.8936 35.0326   233.3  4.7848 35.0342   234.2   13.45   19.62    0.00    1.28   0.974   0.494   0.029    -9.0    -9.0   1.273 222222222222992
      28       1       6       6  1401.9  1401.9  4.5558 35.0224   245.8  4.4385 35.0270   246.5   12.55   18.70    0.00    1.22   1.120   0.556   0.035    -9.0    -9.0   1.505 222222222222992
      28       1       5       5  1501.0  1501.0  4.2790 35.0037   252.8  4.1554 35.0049   253.6   12.55   18.35    0.00    1.20   1.187   0.578   0.040    -9.0    -9.0   1.634 222222222222992
      28       1       4       4  1600.4  1600.4  4.0381 34.9871   257.1  3.9082 34.9923   258.1   12.84   18.15    0.00    1.18   1.179   0.568   0.046    -9.0    -9.0   1.672 222222222222992
      28       1       3       3  1700.0  1700.0  3.8729 34.9776   260.2  3.7358 34.9785   261.3   13.15   18.05    0.00    1.18   1.132   0.558   0.043    -9.0    -9.0   1.633 222222222222992
      28       1       2       2  1825.6  1825.6  3.8250 34.9749   260.9  3.6768 34.9754   261.9   13.44   18.00    0.00    1.18   1.100   0.539   0.042    -9.0    -9.0   1.594 222222222222992
      28       1       1       1  1976.5  1976.5  3.6986 34.9702   261.8  3.5378 34.9717   263.2   14.13   18.00    0.00    1.18   0.980   0.492   0.035    -9.0    -9.0   1.465 222222222222992
      29       1      27      27     2.5     2.5 29.2220 35.3152   195.0 29.2214 35.3135   193.7    0.72    0.00    0.00    0.01   1.621   1.006   0.120  1969.8  2321.0   1.509 222222222222262
      29       1      26      26    25.6    25.6 29.2219 35.3264   194.8 29.2157 35.3212   193.5    0.72    0.06    0.00    0.01   1.606   1.010   0.119  1971.1  2320.5  -9.000 222222222222229
      29       1      25      25    50.4    50.4 28.7307 36.4201   202.5 28.7185 36.4075   201.1    0.82    0.05    0.00    0.01   1.706   1.034   0.140  2017.1  2385.6  -9.000 222222222666229
      29       1      24      24    75.4    75.4 26.5024 36.9247   197.7 26.4852 36.9256   199.0    0.72    0.09    0.01    0.01   1.825   1.124   0.146  2053.5  2416.1  -9.000 222222222222229
      29       1      23      23   100.9   100.9 25.7684 37.0881   198.7 25.7459 37.0853   197.3    0.53    0.20    0.10    0.02   1.871   1.152   0.156  2066.5  2424.0  -9.000 222222222222229
      29       1      22      22   125.1   125.1 24.8146 37.2279   189.2 24.7874 37.2260   189.1    0.43    0.79    0.05    0.04   1.945   1.204   0.140  2091.2  2432.0  -9.000 222222222222229
      29       1      21      21   150.0   150.0 23.3625 37.2175   186.4 23.3312 37.2063   184.6    0.33    0.91    0.03    0.05   2.063   1.240   0.115  2108.8  2436.8  -9.000 222222222222229
      29       1      20      20   175.7   175.7 21.4448 37.0532   180.1 21.4104 37.0309   179.8    0.33    1.61    0.01    0.07   2.214   1.310   0.060  2119.6  2424.9  -9.000 222222222222229
      29       1      19      19   225.5   225.5 19.7825 36.7969   176.2 19.7407 36.7921   177.2    0.72    3.29    0.01    0.15   2.309   1.353   0.020  2122.0  2404.7  -9.000 222222222222229
      29       1      18      18   275.7   275.7 18.4043 36.5884   177.1 18.3556 36.5852   180.3    1.22    5.26    0.01    0.26   2.407   1.369   0.023  2121.1  2386.7  -9.000 222222222222229
      29       1      17      17   351.1   351.1 16.9514 36.3535   178.9 16.8927 36.3560   178.6    2.01    7.93    0.01    0.43   2.380   1.322   0.034  2127.6  2373.2  -9.000 222222222222229
      29       1      16      16   450.6   450.6 14.7202 35.9679   151.9 14.6517 35.9667   151.2    4.59   14.34    0.01    0.84   2.077   1.104   0.023  2157.3  2353.1  -9.000 222222222222229
      29       1      15      15   551.2   551.2 11.9611 35.5362   141.1 11.8879 35.5375   140.9    8.46   20.11    0.01    1.22   1.438   0.747   0.020  2175.8  2333.3  -9.000 222222222222239
      29       1      14      14   675.5   675.5  9.3474 35.1840   131.4  9.2701 35.1835   134.3   14.15   25.53    0.01    1.61   0.673   0.353   0.012  2194.9  2319.0  -9.000 222222222222229
      29       1      13      13   825.6   825.6  7.7567 35.0293   138.6  7.6712 35.0287   139.2   17.85   27.65    0.01    1.78   0.379   0.183   0.009  2201.3  2315.4  -9.000 222222222222229
      29       1      12      12   975.5   975.5  6.3384 35.0244   176.1  6.2466 35.0236   176.8   17.34   24.62    0.01    1.61   0.420   0.211   0.009  2193.1  2317.8  -9.000 222222222222229
      29       1      11      11  1125.8  1125.8  5.3263 35.0366   216.7  5.2278 35.0360   216.9   14.75   20.94    0.01    1.38   0.806   0.399   0.037  2179.3  2316.1  -9.000 222222222222229
      29       1      10      10  1274.3  1274.3  4.9141 35.0359   234.1  4.8052 35.0356   234.2   13.45   19.41    0.01    1.28   1.003   0.504   0.045  2170.4  2314.5  -9.000 222222222222229
      29       1       9       9  1400.3  1400.3  4.5561 35.0187   245.2  4.4390 35.0177   245.2   12.95   18.71    0.01    1.24   1.127   0.563   0.050  2166.2  2312.0  -9.000 222222222222229
      29       1       8       8  1499.8  1499.8  4.2461 35.0015   253.0  4.1230 35.0028   254.3   12.65   18.20    0.01    1.20   1.220   0.589   0.048  2164.8  2311.0  -9.000 222222222222229
      29       1       7       7  1600.3  1600.3  4.0260 34.9871   257.2  3.8962 34.9866   258.8   12.95   17.95    0.01    1.19   1.190   0.581   0.048  2164.4  2308.8  -9.000 222222222222229
      29       1       6       6  1699.7  1699.7  3.8862 34.9785   259.6  3.7489 34.9776   261.8   13.25   17.85    0.01    1.19   1.159   0.566   0.048  2162.8  2314.5  -9.000 222222222222229
      29       1       5       5  1824.2  1824.2  3.7880 34.9731   260.7  3.6404 34.9738   262.3   13.65   17.86    0.00    1.19   1.121   0.548   0.053  2163.1  2315.3  -9.000 222222222222229
      29       1       4       4  1975.3  1975.3  3.7050 34.9718   261.6  3.5442 34.9721   262.8   14.25   17.86    0.00    1.19   0.988   0.486   0.041  2163.3  2315.1  -9.000 222222222222229
      29       1       3       3  2151.1  2151.1  3.5850 34.9681   262.3  3.4091 34.9687   263.4   15.15   17.91    0.00    1.19   0.866   0.421   0.035  2162.8  2311.9  -9.000 222222222222229
      29       1       2       2  2375.9  2375.9  3.4699 34.9653   262.2  3.2737 34.9650   263.1   16.35   18.02    0.00    1.20   0.706   0.347   0.026  2163.6  2313.0  -9.000 222222222222229
      29       1       1       1  2532.5  2532.5  3.3843 34.9619   262.2  3.1739 34.9644   263.3   17.15   18.07    0.00    1.22   0.637   0.321   0.034  2160.7  2314.3  -9.000 222222222222269
      30       1      28      28     2.6     2.6 29.2105 35.3268   195.6 29.2099 35.3238   193.8    0.50    0.00    0.00    0.01   1.566   0.950   0.093  1969.6  2327.5   1.632 222222222222222
      30       1      27      27    24.6    24.6 29.2033 35.3328   196.1 29.1973 35.3297   193.9    0.50    0.00    0.00    0.01   1.573   0.953   0.096    -9.0    -9.0   1.660 222222222222992
      30       1      26      26    50.1    50.1 28.4379 36.1650   197.7 28.4259 36.1423   197.2    0.70    0.00    0.00    0.01   1.661   1.031   0.080    -9.0    -9.0   1.088 222222222222992
      30       1      25      25    76.1    76.1 26.9293 36.8266   200.4 26.9118 36.8212   199.8    0.61    0.00    0.00    0.01   1.757   1.084   0.086    -9.0    -9.0   0.950 222222222222992
      30       1      24      24   100.9   100.9 25.4654 37.1549   198.7 25.4430 37.1501   199.6    0.32    0.08    0.08    0.01   1.838   1.153   0.106    -9.0    -9.0   0.831 222222222222992
      30       1      23      23   124.7   124.7 24.4959 37.2682   189.3 24.4690 37.2592   189.7    0.22    0.56    0.04    0.03   1.913   1.183   0.117    -9.0    -9.0   0.644 222222222222992
      30       1      22      22   150.6   150.6 22.8024 37.1815   183.6 22.7716 37.1779   183.0    0.23    0.97    0.03    0.05   2.017   1.222   0.102    -9.0    -9.0   0.364 222222222222992
      30       1      21      21   200.0   200.0 20.0810 36.8415   175.4 20.0435 36.8454   177.8    0.54    2.87    0.01    0.12   2.219   1.312   0.019    -9.0    -9.0   0.252 222222222222992
      30       1      20      20   250.7   250.7 18.4757 36.5857   186.6 18.4314 36.5769   187.7    0.94    4.46    0.01    0.20   2.349   1.381   0.014    -9.0    -9.0   0.306 222222222222992
      30       1      19      19   300.5   300.5 17.6163 36.4596   188.3 17.5649 36.4564   187.2    1.44    5.96    0.01    0.30   2.339   1.341   0.018    -9.0    -9.0   0.341 222222222222992
      30       1      18      18   400.5   400.5 15.7214 36.1378   167.1 15.6579 36.1357   164.7    3.44   11.29    0.01    0.64   2.122   1.162   0.014    -9.0    -9.0   0.304 222222222222992
      30       1      17      17   500.6   500.6 13.3435 35.7444   148.1 13.2722 35.7442   148.5    6.25   16.92    0.01    1.02   1.730   0.907   0.017    -9.0    -9.0   0.260 222222222222992
      30       1      16      16   626.0   626.0 10.3686 35.3027   134.5 10.2925 35.3035   134.8   11.76   23.70    0.01    1.47   0.915   0.480   0.003    -9.0    -9.0   0.214 222222222222992
      30       1      15      15   702.0   702.0  8.9172 35.1295   133.4  8.8390 35.1286   133.7   15.18   26.50    0.01    1.68   0.552   0.290   0.002    -9.0    -9.0   0.177 222222222222992
      30       1      14      14   901.4   901.4  7.1119 35.0068   150.7  7.0225 35.0061   151.4   18.31   27.03    0.01    1.76   0.313   0.169   0.006    -9.0    -9.0   0.210 222222222222992
      30       1      13      13  1050.8  1050.8  6.0724 35.0385   185.9  5.9751 35.0382   189.1   16.31   23.31    0.01    1.52   0.520   0.270   0.007    -9.0    -9.0   0.495 222222222222992
      30       1      12      12  1200.6  1200.6  5.0799 35.0367   227.7  4.9764 35.0362   226.6   14.10   20.16    0.01    1.32   0.810   0.412   0.017    -9.0    -9.0   1.008 222222222222992
      30       1      11      11  1325.4  1325.4  4.6430 35.0238   241.0  4.5320 35.0238   242.1   13.09   18.99    0.01    1.25   1.014   0.471   0.018    -9.0    -9.0   1.299 222222222222992
      30       1      10      10  1450.7  1450.7  4.3208 35.0050   250.2  4.2015 35.0051   251.5   12.80   18.43    0.01    1.21   1.141   0.559   0.022    -9.0    -9.0   1.560 222222222666996
      30       1       9       9  1550.2  1550.2  4.1448 34.9939   255.3  4.0182 34.9935   256.2   12.81   18.12    0.00    1.20   1.168   0.572   0.027    -9.0    -9.0   1.684 222222222222992
      30       1       8       8  1650.7  1650.7  3.9883 34.9841   258.5  3.8543 34.9841   259.3   12.92   18.03    0.01    1.19   1.165   0.566   0.038    -9.0    -9.0   1.687 222222222222992
      30       1       7       7  1775.3  1775.3  3.8742 34.9769   260.6  3.7301 34.9756   261.7   13.13   17.93    0.00    1.18   1.143   0.562   0.039    -9.0    -9.0   1.693 222222222222992
      30       1       6       6  1901.0  1901.0  3.7600 34.9736   261.5  3.6055 34.9719   262.8   13.73   17.93    0.00    1.18   1.000   0.508   0.029    -9.0    -9.0   1.565 222222222222992
      30       1       5       5  2049.1  2049.1  3.6562 34.9682   262.4  3.4891 34.9671   263.5   14.35   17.88    0.00    1.18   0.948   0.472   0.030    -9.0    -9.0   1.489 222222222222992
      30       1       4       4  2251.1  2251.1  3.5343 34.9664   262.4  3.3494 34.9660   263.4   15.46   17.99    0.00    1.19   0.759   0.394   0.026    -9.0    -9.0   1.279 222222222222992
      30       1       3       3  2499.4  2499.4  3.4036 34.9641   262.0  3.1962 34.9634   263.0   16.97   18.14    0.00    1.20   0.596   0.294   0.018    -9.0    -9.0   1.040 222222222222992
      30       1       2       2  2748.4  2748.4  3.0178 34.9461   262.8  2.7926 34.9457   264.1   20.20   18.25    0.00    1.21   0.460   0.229   0.014    -9.0    -9.0   0.843 222222222222992
      30       1       1       1  3005.4  3005.4  2.7875 34.9320   264.6  2.5408 34.9313   265.7   21.82   18.20    0.00    1.22   0.502   0.250   0.013    -9.0    -9.0   0.895 222222222222992
      31       1      31      31     2.9     2.9 29.1898 35.3287   195.2 29.1891 35.3263   193.4    0.67    0.12    0.00    0.01   1.627   1.006   0.148  1970.7  2323.0  -9.000 222222222222229
      31       1      30      30    25.2    25.2 29.2760 35.7696   195.5 29.2698 35.7493   194.9    0.67    0.06    0.00    0.01   1.626   1.009   0.126    -9.0    -9.0  -9.000 222222222222999
      31       1      29      29    50.6    50.6 28.0236 36.5901   204.9 28.0117 36.5688   203.0    0.68    0.11    0.00    0.01   1.758   1.071   0.136    -9.0    -9.0  -9.000 222222222222999
      31       1      28      28    75.5    75.5 26.1208 36.9618   205.0 26.1038 36.9485   205.6    0.49    0.15    0.00    0.01   1.870   1.148   0.147    -9.0    -9.0  -9.000 222222222222999
      31       1      27      27   100.2   100.2 24.8920 37.2532   190.0 24.8701 37.2487   190.2    0.29    0.54    0.05    0.03   1.904   1.165   0.160    -9.0    -9.0   0.653 222222222662992
      31       1      26      26   125.1   125.1 23.5314 37.2167   186.8 23.5052 37.2097   189.4    0.20    0.75    0.03    0.04   2.054   1.229   0.155    -9.0    -9.0  -9.000 222222222222999
      31       1      25      25   150.2   150.2 22.4984 37.1646   184.0 22.4679 37.1592   183.0    0.20    1.11    0.02    0.05   2.126   1.277   0.102    -9.0    -9.0  -9.000 222222222222999
      31       1      24      24   210.7   210.7 18.8785 36.6273   187.2 18.8407 36.6241   189.5    0.70    3.30    0.01    0.14   2.416   1.379   0.023    -9.0    -9.0  -9.000 222222222222999
      31       1      23      23   260.3   260.3 18.2320 36.5331   196.7 18.1864 36.5315   197.1    0.70    3.79    0.01    0.18   2.479   1.423   0.030    -9.0    -9.0  -9.000 222222222666999
      31       1      22      22   310.9   310.9 17.7795 36.4813   202.4 17.7259 36.4774   200.4    0.91    4.49    0.01    0.21   2.488   1.413   0.021    -9.0    -9.0  -9.000 222222222222999
      31       1      21      21   399.9   399.9 15.6837 36.1311   167.5 15.6204 36.1270   165.1    3.51   11.46    0.01    0.65   2.213   1.179   0.025    -9.0    -9.0  -9.000 222222222222999
      31       1      20      20   501.4   501.4 13.0094 35.6960   148.2 12.9392 35.6932   147.6    6.74   17.59    0.01    1.05   1.735   0.902   0.020    -9.0    -9.0  -9.000 222222222222999
      31       1      19      19   625.2   625.2 10.6709 35.3605   137.5 10.5934 35.3593   137.5   10.97   22.77    0.01    1.41   1.031   0.534   0.014    -9.0    -9.0  -9.000 222222222222999
      31       1      18      18   749.5   749.5  8.5915 35.1062   134.3  8.5096 35.1010   135.2   16.02   26.96    0.01    1.71   0.460   0.237   0.003    -9.0    -9.0  -9.000 222222222222999
      31       1      17      17   899.5   899.5  6.9027 34.9987   151.0  6.8148 34.9969   154.0   18.66   26.96    0.01    1.76   0.291   0.152   0.004    -9.0    -9.0  -9.000 222222222222999
      31       1      16      16  1049.9  1049.9  5.8908 35.0478   196.1  5.7950 35.0480   197.9   15.63   22.46    0.01    1.46   0.609   0.302   0.023    -9.0    -9.0  -9.000 222222222222999
      31       1      15      15  1200.0  1200.0  5.0121 35.0349   226.8  4.9092 35.0340   228.7   14.02   20.04    0.01    1.31   0.923   0.444   0.040    -9.0    -9.0  -9.000 222222222222999
      31       1      14      14  1325.5  1325.5  4.6708 35.0301   243.2  4.5594 35.0295   243.0   12.71   18.91    0.01    1.24   1.105   0.547   0.051    -9.0    -9.0  -9.000 222222222222999
      31       1      13      13  1449.8  1449.8  4.2354 35.0017   252.7  4.1171 35.0020   253.9   12.71   18.29    0.01    1.20   1.198   0.598   0.062    -9.0    -9.0  -9.000 222222222222999
      31       1      12      12  1551.2  1551.2  4.0061 34.9854   257.3  3.8811 34.9843   259.1   12.91   18.14    0.00    1.19   1.227   0.620   0.052    -9.0    -9.0  -9.000 222222222222999
      31       1      11      11  1649.7  1649.7  3.8776 34.9779   259.8  3.7451 34.9758   261.2   13.22   17.98    0.00    1.19   1.181   0.568   0.050    -9.0    -9.0  -9.000 222222222222999
      31       1      10      10  1774.9  1774.9  3.7762 34.9730   261.4  3.6334 34.9713   262.5   13.63   17.97    0.00    1.18   1.128   0.543   0.049    -9.0    -9.0  -9.000 222222222222999
      31       1       9       9  1899.8  1899.8  3.7073 34.9703   262.0  3.5537 34.9687   263.3   14.04   17.91    0.00    1.19   1.050   0.518   0.043    -9.0    -9.0  -9.000 222222222222999
      31       1       8       8  2049.9  2049.9  3.6277 34.9686   262.5  3.4609 34.9683   263.6   14.65   17.96    0.00    1.19   0.947   0.445   0.038    -9.0    -9.0  -9.000 222222222222999
      31       1       7       7  2250.7  2250.7  3.4913 34.9650   262.7  3.3072 34.9650   263.7   15.87   18.01    0.00    1.19   0.777   0.389   0.032    -9.0    -9.0  -9.000 222222222222999
      31       1       6       6  2500.1  2500.1  3.2830 34.9594   262.5  3.0778 34.9577   263.2   18.00   18.16    0.00    1.21   0.554   0.268   0.021    -9.0    -9.0  -9.000 222222222222999
      31       1       5       5  2749.8  2749.8  3.0295 34.9465   263.0  2.8040 34.9453   264.1   20.03   18.21    0.00    1.22   0.498   0.247   0.019    -9.0    -9.0  -9.000 222222222222999
      31       1       4       4  2999.5  2999.5  2.8268 34.9343   264.4  2.5798 34.9343   265.4   21.56   18.15    0.00    1.22   0.525   0.249   0.027    -9.0    -9.0  -9.000 222222222222999
      31       1       3       3  3200.3  3200.3  2.6874 34.9254   266.1  2.4225 34.9248   266.9   22.38   18.04    0.00    1.22   0.569   0.279   0.021    -9.0    -9.0  -9.000 222222222222999
      31       1       2       2  3425.2  3425.2  2.5326 34.9152   267.4  2.2475 34.9142   267.9   24.01   18.04    0.00    1.22   0.626   0.301   0.028    -9.0    -9.0  -9.000 222222222222999
